NumTotalTrades,PercentInstallTrades,NumRevolvingTradesWBalance,NumInstallTradesWBalance,PercentTradesWBalance,extra:MaxDelq2PublicRecLast12M:is8,extra:MaxDelq2PublicRecLast12M:is9,extra:MaxDelqEver:is1,extra:MaxDelqEver:is9,extra:num-mising,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTradesOpeninLast12M,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumBank2NatlTradesWHighUtilization,extra:mising-7:MSinceMostRecentDelq,extra:mising-7:MSinceMostRecentInqexcl7days,extra:mising-8:MSinceOldestTradeOpen,extra:mising-8:MSinceMostRecentDelq,extra:mising-8:MSinceMostRecentInqexcl7days,extra:mising-8:NetFractionRevolvingBurden,extra:mising-8:NetFractionInstallBurden,extra:mising-8:NumRevolvingTradesWBalance,extra:mising-8:NumInstallTradesWBalance,extra:mising-8:NumBank2NatlTradesWHighUtilization,extra:mising-8:PercentTradesWBalance,extra:mising-9:ExternalRiskEstimate,extra:mising-9:MSinceOldestTradeOpen,extra:mising-9:MSinceMostRecentTradeOpen,extra:mising-9:AverageMInFile,extra:mising-9:NumSatisfactoryTrades,extra:mising-9:NumTrades60Ever2DerogPubRec,extra:mising-9:NumTrades90Ever2DerogPubRec,extra:mising-9:PercentTradesNeverDelq,extra:mising-9:MSinceMostRecentDelq,extra:mising-9:MaxDelq2PublicRecLast12M,extra:mising-9:MaxDelqEver,extra:mising-9:NumTotalTrades,extra:mising-9:NumTradesOpeninLast12M,extra:mising-9:PercentInstallTrades,extra:mising-9:MSinceMostRecentInqexcl7days,extra:mising-9:NumInqLast6M,extra:mising-9:NumInqLast6Mexcl7days,extra:mising-9:NetFractionRevolvingBurden,extra:mising-9:NetFractionInstallBurden,extra:mising-9:NumRevolvingTradesWBalance,extra:mising-9:NumInstallTradesWBalance,extra:mising-9:NumBank2NatlTradesWHighUtilization,extra:mising-9:PercentTradesWBalance,RiskPerformance
6,0,1,-8,33,False,False,False,False,2,19,619,379,295,74,0,0,17,72,3.0,2.0,1,23,3,3,57,-8,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
24,54,7,2,82,False,False,False,False,0,39,687,381,332,58,2,0,17,19,1.0,3.0,3,23,1,1,81,79,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
30,77,2,3,63,False,False,False,False,0,19,572,376,300,51,2,2,3,5,1.0,2.0,2,23,1,1,10,73,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,71,2,1,100,False,False,False,False,2,28,670,340,288,63,0,0,6,91,1.0,2.0,0,24,5,4,30,-8,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
11,0,7,-8,64,False,False,False,False,3,23,650,377,332,68,0,0,0,90,0.0,0.0,3,19,0,0,45,-8,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,10,2,1,60,False,False,False,False,3,9,440,311,236,58,0,0,0,90,0.0,0.0,0,32,0,0,31,-8,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-9,-9,-9,-9,-9,False,False,False,False,23,103,812,392,392,88,-9,-9,109,92,-9.0,-9.0,-9,33,-9,-9,-9,-9,-9,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
21,43,7,4,73,False,False,False,False,0,30,721,377,340,59,1,0,10,76,3.0,3.0,1,21,7,4,62,91,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
47,23,4,1,36,False,False,False,False,1,33,520,377,312,33,0,0,4,82,3.0,2.0,2,24,2,2,30,-8,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
34,38,7,3,73,False,False,False,False,1,37,334,376,266,48,0,0,16,81,3.0,2.0,1,32,0,0,33,65,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
20,45,1,2,75,False,False,False,False,0,22,604,368,300,59,0,0,20,46,1.0,2.0,0,10,0,0,54,90,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,46,7,3,77,False,False,False,False,0,19,605,379,269,53,2,0,7,41,1.0,3.0,5,24,1,1,18,15,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
24,18,5,1,67,False,False,False,False,1,28,547,381,310,59,1,1,14,68,1.0,5.0,1,22,3,3,47,-8,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
32,63,6,4,83,False,False,False,False,1,38,564,380,271,54,5,1,22,79,4.0,3.0,3,23,4,3,35,65,-8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7,14,0,-8,0,False,False,False,False,2,7,475,378,262,73,0,0,14,40,1.0,2.0,2,6,0,0,0,-8,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
23,61,7,3,83,False,False,False,False,1,38,659,381,342,59,1,1,0,90,1.0,0.0,4,24,8,8,74,100,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
23,17,2,1,20,False,False,False,False,2,14,548,380,328,56,0,0,0,90,0.0,0.0,3,22,5,5,2,-8,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,51,5,6,85,False,False,False,False,0,27,376,366,278,44,0,0,6,79,3.0,2.0,0,7,0,0,45,47,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
27,37,6,3,82,False,False,False,False,1,12,661,364,292,52,0,0,0,90,1.0,1.0,0,16,0,0,9,44,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,19,1,1,40,False,False,False,False,0,11,536,364,293,63,0,0,6,46,1.0,2.0,0,8,0,0,4,60,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,33,2,2,57,False,False,False,False,1,15,582,373,269,64,0,0,0,90,0.0,0.0,1,23,1,1,36,50,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,53,2,2,67,False,False,False,False,1,12,640,369,299,64,0,0,0,90,0.0,0.0,0,15,0,0,29,89,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,25,3,-8,100,False,False,False,False,3,25,514,361,278,72,1,1,25,81,7.0,6.0,0,32,0,0,2,-8,0,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,17,5,1,75,False,False,False,False,1,27,489,383,275,69,1,0,8,75,4.0,3.0,2,24,1,1,60,-8,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
33,29,9,3,86,False,False,False,False,0,24,586,383,303,50,1,1,3,43,7.0,6.0,2,23,1,1,55,10,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12,58,2,2,67,False,False,False,False,1,11,601,369,294,67,0,0,8,44,1.0,2.0,0,23,1,1,17,76,-8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
35,37,8,2,63,False,False,False,False,0,35,620,381,311,45,0,0,6,79,3.0,2.0,3,21,1,1,43,87,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6,0,0,-8,0,False,False,False,False,3,4,403,240,134,73,0,0,0,90,0.0,0.0,0,0,0,0,0,-8,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,22,1,-8,17,False,False,False,False,3,5,685,378,327,70,0,0,0,90,0.0,0.0,1,18,0,0,0,-8,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,31,4,1,45,False,False,False,False,2,9,555,381,280,52,0,0,0,90,0.0,0.0,3,23,2,2,16,-8,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-9,-9,-9,-9,-9,False,False,False,False,23,103,812,392,392,88,-9,-9,109,92,-9.0,-9.0,-9,33,-9,-9,-9,-9,-9,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
21,29,4,1,56,False,False,False,False,1,26,559,378,299,59,2,1,14,32,1.0,3.0,3,16,0,0,84,-8,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9,78,1,1,100,False,False,False,False,2,13,629,352,282,71,0,0,0,90,0.0,0.0,0,23,2,2,39,-8,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,74,5,2,70,False,False,False,False,0,28,641,371,307,44,1,0,7,71,1.0,3.0,0,24,6,5,55,73,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,36,1,1,33,False,False,False,False,2,33,680,344,320,69,0,0,27,80,3.0,2.0,0,32,1,0,73,-8,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
16,25,3,1,50,False,False,False,False,3,7,593,363,286,63,0,0,0,90,0.0,0.0,0,32,0,0,19,-8,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,14,12,1,81,False,False,False,False,0,31,611,382,303,58,0,0,14,68,1.0,2.0,3,23,1,1,44,71,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,22,1,1,33,False,False,False,False,2,5,644,372,321,70,0,0,0,90,0.0,0.0,3,13,1,0,2,-8,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,27,3,2,71,False,False,False,False,0,30,725,381,339,59,2,1,9,45,1.0,3.0,3,23,7,7,64,55,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
23,17,2,2,44,False,False,False,False,0,20,696,379,324,57,1,1,4,12,1.0,6.0,1,21,1,1,23,26,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,30,1,2,75,False,False,False,False,0,21,621,378,289,74,1,0,70,75,3.0,3.0,1,22,1,1,14,95,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
21,38,3,3,55,False,False,False,False,1,5,544,378,267,59,0,0,0,90,0.0,0.0,3,20,2,2,1,82,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,33,7,4,100,False,False,False,False,1,36,662,378,344,61,0,0,0,90,0.0,0.0,1,24,3,3,96,82,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17,47,1,1,100,False,False,False,False,3,26,678,354,292,66,1,1,12,60,1.0,6.0,0,32,0,0,-8,-8,0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,25,2,1,60,False,False,False,False,3,8,633,346,277,67,0,0,0,90,0.0,0.0,0,32,0,0,18,-8,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,50,3,3,78,False,False,False,False,0,27,639,382,327,40,0,0,2,11,1.0,2.0,4,24,3,3,61,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
19,21,9,2,100,False,False,False,False,1,26,689,351,323,60,0,0,0,90,0.0,0.0,0,23,2,2,99,19,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10,20,5,2,88,False,False,False,False,1,16,667,337,264,69,0,0,0,90,0.0,0.0,0,22,1,1,49,32,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,42,5,2,100,False,False,False,False,0,26,719,379,341,68,1,1,17,63,1.0,4.0,1,21,2,2,68,15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
22,45,6,4,91,False,False,False,False,0,34,487,380,299,60,1,0,20,78,3.0,3.0,3,24,1,1,85,82,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10,90,1,1,100,False,False,False,False,2,37,782,380,371,69,0,0,0,90,0.0,0.0,5,18,1,0,76,83,-8,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17,19,5,-8,100,False,False,False,False,2,25,704,375,343,63,0,0,6,75,3.0,2.0,3,15,0,0,22,-8,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,44,7,1,67,False,False,False,False,1,23,603,379,308,43,0,0,3,16,1.0,2.0,2,22,3,3,55,-8,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,27,3,3,38,False,False,False,False,0,15,593,373,289,35,0,0,2,64,1.0,2.0,1,24,1,1,8,48,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,22,3,2,63,False,False,False,False,0,32,685,355,318,62,0,0,11,75,3.0,2.0,0,8,0,0,30,33,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,17,3,-8,100,False,False,False,False,2,28,661,374,337,74,1,1,17,45,1.0,6.0,1,20,3,3,49,-8,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,60,1,1,100,False,False,False,False,2,32,632,368,319,76,1,1,40,54,1.0,4.0,0,20,1,1,113,-8,-8,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
44,34,7,3,91,False,False,False,False,1,22,597,377,318,36,0,0,0,90,0.0,0.0,1,24,1,1,66,60,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,26,8,6,74,False,False,False,False,1,25,684,379,344,41,0,0,0,90,0.0,0.0,1,23,3,3,39,77,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,100,-8,1,100,False,False,False,False,4,21,729,356,335,76,0,0,0,90,0.0,0.0,0,24,2,2,-8,98,-8,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
28,39,4,2,60,False,False,False,False,0,14,592,374,310,51,0,0,4,53,1.0,2.0,1,24,2,2,5,82,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
40,40,5,3,73,False,False,False,False,1,13,558,377,301,39,0,0,0,90,0.0,0.0,2,19,0,0,11,89,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,29,5,1,67,False,False,False,False,1,27,597,382,300,67,3,2,7,37,1.0,3.0,3,22,1,1,60,-8,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
41,34,4,2,55,False,False,False,False,1,13,581,375,298,40,0,0,0,90,0.0,0.0,3,17,0,0,44,18,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,71,1,1,100,False,False,False,False,1,24,484,365,223,73,1,0,14,76,4.0,3.0,0,17,0,0,16,-8,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10,10,1,1,67,False,False,False,False,2,12,734,362,342,69,0,0,0,90,0.0,0.0,0,24,1,1,13,-8,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
38,32,6,4,77,False,False,False,False,0,21,464,381,294,46,2,1,8,47,1.0,5.0,5,22,2,2,23,72,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,7,9,1,83,False,False,False,False,2,36,736,381,355,65,0,0,0,90,0.0,0.0,3,23,2,2,69,-8,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
11,9,1,1,40,False,False,False,False,3,2,375,377,227,69,0,0,0,90,0.0,0.0,1,32,0,0,0,-8,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,42,6,6,60,False,False,False,False,0,21,517,381,302,26,0,0,2,13,1.0,2.0,6,22,1,1,50,82,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,47,6,2,73,False,False,False,False,0,37,591,381,296,50,1,1,6,22,2.0,2.0,4,24,5,5,57,69,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
11,18,4,1,71,False,False,False,False,1,34,635,378,297,68,0,0,27,78,3.0,2.0,2,32,0,0,63,68,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,40,3,2,100,False,False,False,False,2,29,665,376,347,74,1,1,0,90,1.0,0.0,3,23,2,2,79,-8,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
33,48,3,4,78,False,False,False,False,1,17,710,381,336,50,0,0,0,90,0.0,0.0,7,22,5,5,22,90,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,63,6,5,92,False,False,False,False,0,40,503,373,270,51,1,1,13,81,3.0,2.0,1,15,0,0,62,48,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,20,6,-8,75,False,False,False,False,3,28,724,376,341,64,0,0,0,90,0.0,0.0,2,24,3,3,35,-8,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
15,27,1,1,67,False,False,False,False,2,4,613,380,289,64,0,0,0,90,0.0,0.0,1,21,1,1,3,-8,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,53,7,4,79,False,False,False,False,1,22,600,382,339,46,0,0,0,90,0.0,0.0,6,21,1,1,26,77,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,65,4,4,53,False,False,False,False,0,32,589,361,289,38,1,0,33,81,3.0,3.0,0,22,3,3,7,66,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
31,29,3,2,38,False,False,False,False,2,17,638,380,312,49,0,0,0,90,0.0,0.0,4,21,2,2,16,-8,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,53,2,3,83,False,False,False,False,1,14,604,362,307,64,0,0,7,51,1.0,2.0,0,9,0,0,4,57,-8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,32,6,3,64,False,False,False,False,1,14,707,379,334,54,0,0,0,90,0.0,0.0,3,24,1,1,3,77,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
22,41,1,1,33,False,False,False,False,2,8,598,382,301,58,0,0,0,90,0.0,0.0,2,23,2,2,1,-8,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,41,8,-8,89,False,False,False,False,2,32,410,377,228,62,0,0,6,82,3.0,2.0,2,19,0,0,64,-8,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
47,29,7,2,75,False,False,False,False,1,24,533,380,311,52,0,0,0,90,0.0,0.0,2,21,1,1,89,33,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-9,-9,-9,-9,-9,False,False,False,False,23,103,812,392,392,88,-9,-9,109,92,-9.0,-9.0,-9,33,-9,-9,-9,-9,-9,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
14,71,0,2,40,False,False,False,False,2,18,694,373,333,65,0,0,0,90,0.0,0.0,3,24,2,2,0,93,-8,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,48,1,3,44,False,False,False,False,1,11,668,374,311,52,0,0,0,90,1.0,1.0,1,21,1,1,16,75,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,33,4,2,67,False,False,False,False,0,22,632,380,315,58,0,0,4,34,1.0,2.0,4,24,4,4,36,22,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
19,32,3,1,33,False,False,False,False,1,24,748,379,357,60,1,1,0,90,1.0,0.0,4,21,1,1,15,68,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,17,2,1,50,False,False,False,False,2,2,396,373,259,63,0,0,0,90,0.0,0.0,1,15,0,0,1,-8,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,69,5,4,90,False,False,False,False,0,27,660,381,332,52,0,0,3,27,1.0,2.0,4,23,5,5,57,95,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
14,14,2,-8,29,False,False,False,False,3,8,578,379,304,65,0,0,0,90,0.0,0.0,1,17,0,0,15,-8,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,23,1,2,67,False,False,False,False,1,26,657,379,303,54,0,0,12,55,1.0,2.0,3,21,5,5,33,95,-8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
11,45,2,2,57,False,False,False,False,1,6,581,381,301,69,0,0,0,90,0.0,0.0,1,23,1,1,3,30,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,42,1,3,33,False,False,False,False,0,28,638,377,309,43,1,1,8,57,1.0,2.0,4,24,2,2,27,95,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
41,54,3,5,62,False,False,False,False,0,11,626,377,306,39,1,0,2,34,1.0,3.0,3,24,1,1,19,70,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,33,4,-8,50,False,False,False,False,2,17,646,350,301,62,1,1,6,65,1.0,6.0,0,10,0,0,2,-8,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
